fixNum_f,numSaccs_f,trialNum_f,rawTrialNum_f,rewardedSacc_f,saccPeakVel_f,expectedPeakVel_f,t_fix_f,t_sacc_f,x_targ_f,y_targ_f,x_dist_f,y_dist_f,x_curFix_f,y_curFix_f
1,5,9,18,0,298.066619873047,306.975341796875,129524,130094,21.229730511733,-3.08709727799249,-3.08709727799249,9.07131661687024,-0.498446106910706,0.0430996604263783
2,5,9,18,0,517.53125,514.065551757813,130161,130338,21.229730511733,-3.08709727799249,-3.08709727799249,9.07131661687024,-8.21428108215332,-2.62099814414978
3,5,9,18,0,67.8360366821289,82.0419998168945,130416,130652,21.229730511733,-3.08709727799249,-3.08709727799249,9.07131661687024,-4.40198612213135,10.6067810058594
4,5,9,18,0,899.063720703125,877.032836914063,130689,131273,21.229730511733,-3.08709727799249,-3.08709727799249,9.07131661687024,-3.7792637348175,8.93059825897217
5,5,9,18,0,1115.50866699219,997.844848632813,131356,131581,21.229730511733,-3.08709727799249,-3.08709727799249,9.07131661687024,21.2462615966797,1.90748035907745
1,5,10,20,0,400.073883056641,413.891967773438,139859,140214,-21.3247181202866,2.99210966943887,15.1505235643016,15.1505235643016,-0.0752938091754913,-0.148404061794281
2,5,10,20,0,420.298278808594,385.603179931641,140284,140466,-21.3247181202866,2.99210966943887,15.1505235643016,15.1505235643016,-8.81362819671631,7.45695829391479
3,5,10,20,1,77.0388793945313,80.8219604492188,140617,140825,-21.3247181202866,2.99210966943887,15.1505235643016,15.1505235643016,-18.0707454681396,2.30785346031189
4,5,10,20,0,482.900299072266,555.422973632813,140864,141502,-21.3247181202866,2.99210966943887,15.1505235643016,15.1505235643016,-19.3891105651855,2.76949310302734
5,5,10,20,0,452.684509277344,457.153442382813,141594,141849,-21.3247181202866,2.99210966943887,15.1505235643016,15.1505235643016,-4.23397779464722,-0.619150400161743
1,4,11,21,0,542.288391113281,514.35986328125,148937,149152,-15.2455111728552,-3.08709727799249,9.16630422542385,9.16630422542385,0.151542946696281,-0.153566002845764
2,4,11,21,0,807.261596679688,788.197998046875,149223,149995,-15.2455111728552,-3.08709727799249,9.16630422542385,9.16630422542385,9.06554412841797,10.2086114883423
3,4,11,21,0,325.005737304688,330.729583740234,150082,150237,-15.2455111728552,-3.08709727799249,9.16630422542385,9.16630422542385,-7.13182497024536,-6.91666984558105
4,4,11,21,0,188.170181274414,199.092269897461,150307,150572,-15.2455111728552,-3.08709727799249,9.16630422542385,9.16630422542385,-14.0548477172852,-2.53012633323669
1,5,12,26,0,400.492004394531,372.416198730469,177185,177399,-9.16630422542385,-9.16630422542385,2.99210966943887,9.07131661687024,0.108062438666821,-0.0828661322593689
2,5,12,26,1,777.159118652344,730.385559082031,177471,177544,-9.16630422542385,-9.16630422542385,2.99210966943887,9.07131661687024,3.58785700798035,9.69383430480957
3,5,12,26,0,778.231201171875,791.553771972656,177630,178096,-9.16630422542385,-9.16630422542385,2.99210966943887,9.07131661687024,-7.68435668945313,-9.45357227325439
4,5,12,26,0,189.124496459961,183.606994628906,178188,178438,-9.16630422542385,-9.16630422542385,2.99210966943887,9.07131661687024,0.503149330615997,12.5705347061157
5,5,12,26,0,200.632278442383,200.070251464844,178496,178838,-9.16630422542385,-9.16630422542385,2.99210966943887,9.07131661687024,3.49172878265381,9.67026805877686
1,4,13,27,0,523.018432617188,507.093170166016,183869,184213,-15.2455111728552,-15.2455111728552,9.16630422542385,9.16630422542385,-0.164193466305733,-0.244476720690727
2,4,13,27,0,981.684509277344,888.350402832031,184288,184955,-15.2455111728552,-15.2455111728552,9.16630422542385,9.16630422542385,9.25494766235352,11.0581893920898
3,4,13,27,0,771.168395996094,704.001525878906,185037,185226,-15.2455111728552,-15.2455111728552,9.16630422542385,9.16630422542385,-18.7226638793945,6.86164045333862
4,4,13,27,0,150.474533081055,169.205322265625,185353,185545,-15.2455111728552,-15.2455111728552,9.16630422542385,9.16630422542385,-13.9988622665405,-14.4991273880005
1,4,14,28,0,100.252746582031,85.1569595336914,190989,190896,-3.08709727799249,-15.2455111728552,-15.2455111728552,2.99210966943887,NaN,NaN
